Timestamp,Open,High,Low,Close,Volume
2020-01-01 01:00:00,8309000.00000000,8344000.00000000,8260000.00000000,8292000.00000000,178.52586378
2020-01-01 05:00:00,8292000.00000000,8317000.00000000,8272000.00000000,8312000.00000000,70.62732753
2020-01-01 09:00:00,8308000.00000000,8387000.00000000,8287000.00000000,8342000.00000000,266.08060307
2020-01-01 13:00:00,8342000.00000000,8349000.00000000,8318000.00000000,8318000.00000000,133.01278257
2020-01-01 17:00:00,8318000.00000000,8345000.00000000,8290000.00000000,8312000.00000000,221.11785760
2020-01-01 21:00:00,8312000.00000000,8365000.00000000,8310000.00000000,8332000.00000000,209.60110009
2020-01-02 01:00:00,8335000.00000000,8356000.00000000,8326000.00000000,8337000.00000000,94.61603906
2020-01-02 05:00:00,8338000.00000000,8341000.00000000,8290000.00000000,8300000.00000000,106.02976437
2020-01-02 09:00:00,8300000.00000000,8310000.00000000,8211000.00000000,8213000.00000000,393.07666461
2020-01-02 13:00:00,8212000.00000000,8250000.00000000,8207000.00000000,8207000.00000000,361.01187233
2020-01-02 17:00:00,8208000.00000000,8281000.00000000,8205000.00000000,8244000.00000000,173.41483532
2020-01-02 21:00:00,8244000.00000000,8272000.00000000,8220000.00000000,8234000.00000000,215.02632388
2020-01-03 01:00:00,8240000.00000000,8247000.00000000,8030000.00000000,8076000.00000000,607.51850871
2020-01-03 05:00:00,8076000.00000000,8083000.00000000,8026000.00000000,8037000.00000000,303.99136113
2020-01-03 09:00:00,8038000.00000000,8132000.00000000,7910000.00000000,8056000.00000000,1140.46912775
2020-01-03 13:00:00,8056000.00000000,8400000.00000000,8056000.00000000,8350000.00000000,1623.89695056
2020-01-03 17:00:00,8355000.00000000,8522000.00000000,8352000.00000000,8475000.00000000,1139.55651436
2020-01-03 21:00:00,8475000.00000000,8509000.00000000,8346000.00000000,8443000.00000000,1054.54226925
2020-01-04 01:00:00,8443000.00000000,8525000.00000000,8417000.00000000,8481000.00000000,660.38173886
2020-01-04 05:00:00,8481000.00000000,8497000.00000000,8400000.00000000,8474000.00000000,268.16220726
2020-01-04 09:00:00,8476000.00000000,8485000.00000000,8390000.00000000,8458000.00000000,449.42668747
2020-01-04 13:00:00,8456000.00000000,8483000.00000000,8437000.00000000,8460000.00000000,305.75221648
2020-01-04 17:00:00,8463000.00000000,8500000.00000000,8409000.00000000,8450000.00000000,387.98609268
2020-01-04 21:00:00,8451000.00000000,8462000.00000000,8382000.00000000,8425000.00000000,329.64228581
