Timestamp,Open,High,Low,Close,Volume
2021-01-01 09:00:00,32037000.00000000,32599000.00000000,31800000.00000000,32296000.00000000,5752.49421559
2021-01-02 09:00:00,32295000.00000000,36600000.00000000,31920000.00000000,35700000.00000000,17451.16767774
2021-01-03 09:00:00,35700000.00000000,39453000.00000000,35500000.00000000,37537000.00000000,25381.50662267
2021-01-04 09:00:00,37537000.00000000,38476000.00000000,33000000.00000000,36460000.00000000,23598.19458956
2021-01-05 09:00:00,36478000.00000000,38590000.00000000,34357000.00000000,38093000.00000000,13461.98168136
2021-01-06 09:00:00,38107000.00000000,41000000.00000000,37380000.00000000,40762000.00000000,15168.98069733
2021-01-07 09:00:00,40764000.00000000,44990000.00000000,40250000.00000000,44698000.00000000,17201.05518572
2021-01-08 09:00:00,44698000.00000000,48550000.00000000,42271000.00000000,47215000.00000000,21891.12558504
2021-01-09 09:00:00,47201000.00000000,47650000.00000000,45171000.00000000,45718000.00000000,13453.12656524
2021-01-10 09:00:00,45716000.00000000,47000000.00000000,39500000.00000000,43404000.00000000,23031.00699245
2021-01-11 09:00:00,43400000.00000000,43570000.00000000,35010000.00000000,40094000.00000000,50543.88221565
2021-01-12 09:00:00,40094000.00000000,40888000.00000000,36654000.00000000,38577000.00000000,22472.57575829
2021-01-13 09:00:00,38496000.00000000,41900000.00000000,37001000.00000000,41380000.00000000,15632.80207437
2021-01-14 09:00:00,41380000.00000000,43998000.00000000,40510000.00000000,42735000.00000000,15952.88892706
2021-01-15 09:00:00,42787000.00000000,43199000.00000000,38690000.00000000,40952000.00000000,16278.02915655
2021-01-16 09:00:00,40951000.00000000,41800000.00000000,39689000.00000000,40086000.00000000,10393.35015190
2021-01-17 09:00:00,40070000.00000000,40722000.00000000,38102000.00000000,39536000.00000000,9785.46995151
2021-01-18 09:00:00,39536000.00000000,40999000.00000000,38699000.00000000,40008000.00000000,8374.53524546
2021-01-19 09:00:00,40008000.00000000,41251000.00000000,39580000.00000000,39586000.00000000,9913.18947901
2021-01-20 09:00:00,39580000.00000000,39998000.00000000,37579000.00000000,39253000.00000000,10290.52813623
2021-01-21 09:00:00,39253000.00000000,39329000.00000000,33867000.00000000,34519000.00000000,18816.54602062
2021-01-22 09:00:00,34525000.00000000,37342000.00000000,31662000.00000000,36345000.00000000,21883.00423781
2021-01-23 09:00:00,36345000.00000000,37018000.00000000,34678000.00000000,35493000.00000000,8710.02859837
2021-01-24 09:00:00,35494000.00000000,36283000.00000000,34250000.00000000,35539000.00000000,7625.87646731
2021-01-25 09:00:00,35539000.00000000,38388000.00000000,35394000.00000000,36054000.00000000,14596.35519525
2021-01-26 09:00:00,36054000.00000000,36594000.00000000,34808000.00000000,35923000.00000000,8489.58317688
2021-01-27 09:00:00,35929000.00000000,36026000.00000000,33235000.00000000,34300000.00000000,9356.77161322
2021-01-28 09:00:00,34293000.00000000,37186000.00000000,33726000.00000000,36624000.00000000,9452.48550052
2021-01-29 09:00:00,36631000.00000000,41072000.00000000,35514000.00000000,37523000.00000000,33565.73800790
2021-01-30 09:00:00,37523000.00000000,38201000.00000000,36230000.00000000,37087000.00000000,12481.60663701
2021-01-31 09:00:00,37039000.00000000,37633000.00000000,35800000.00000000,36408000.00000000,11396.06446876
2021-02-01 09:00:00,36408000.00000000,38161000.00000000,35907000.00000000,36618000.00000000,13783.13636302
2021-02-02 09:00:00,36618000.00000000,38300000.00000000,36323000.00000000,37910000.00000000,9650.44220482
2021-02-03 09:00:00,37910000.00000000,39371000.00000000,37909000.00000000,39357000.00000000,9775.50002187
2021-02-04 09:00:00,39345000.00000000,41426000.00000000,38059000.00000000,39810000.00000000,14561.23462810
2021-02-05 09:00:00,39809000.00000000,40770000.00000000,39492000.00000000,40424000.00000000,7783.09793814
2021-02-06 09:00:00,40421000.00000000,43622000.00000000,40345000.00000000,41725000.00000000,12812.76461790
2021-02-07 09:00:00,41725000.00000000,42630000.00000000,40501000.00000000,41921000.00000000,8432.55974197
2021-02-08 09:00:00,41921000.00000000,49583000.00000000,41562000.00000000,49070000.00000000,25472.07405559
2021-02-09 09:00:00,49070000.00000000,51200000.00000000,48350000.00000000,48779000.00000000,18283.67538104
2021-02-10 09:00:00,48788000.00000000,49781000.00000000,47350000.00000000,48550000.00000000,11588.86499783
2021-02-11 09:00:00,48550000.00000000,51800000.00000000,48074000.00000000,51370000.00000000,12305.59267737
2021-02-12 09:00:00,51370000.00000000,52280000.00000000,50237000.00000000,50836000.00000000,8911.89830701
2021-02-13 09:00:00,50836000.00000000,51757000.00000000,50258000.00000000,50626000.00000000,7055.12345471
2021-02-14 09:00:00,50625000.00000000,53380000.00000000,50403000.00000000,52706000.00000000,11364.08401913
2021-02-15 09:00:00,52711000.00000000,53086000.00000000,50313000.00000000,52532000.00000000,8789.30693061
2021-02-16 09:00:00,52518000.00000000,55500000.00000000,51773000.00000000,54760000.00000000,11825.60488227
2021-02-17 09:00:00,54760000.00000000,58120000.00000000,54431000.00000000,57484000.00000000,11559.32777090
2021-02-18 09:00:00,57458000.00000000,58426000.00000000,56405000.00000000,57852000.00000000,9072.44556036
2021-02-19 09:00:00,57852000.00000000,63680000.00000000,57038000.00000000,63649000.00000000,12496.05048257
2021-02-20 09:00:00,63649000.00000000,65985000.00000000,62399000.00000000,64251000.00000000,16375.10552345
2021-02-21 09:00:00,64260000.00000000,65846000.00000000,63381000.00000000,65417000.00000000,9000.18989441
2021-02-22 09:00:00,65416000.00000000,65488000.00000000,56562000.00000000,61744000.00000000,28418.51482526
2021-02-23 09:00:00,61688000.00000000,61760000.00000000,50900000.00000000,55105000.00000000,36042.68860900
2021-02-24 09:00:00,55106000.00000000,58150000.00000000,52875000.00000000,56500000.00000000,19006.41112523
2021-02-25 09:00:00,56501000.00000000,58890000.00000000,53800000.00000000,54168000.00000000,15921.35058705
2021-02-26 09:00:00,54128000.00000000,55226000.00000000,51809000.00000000,53804000.00000000,13302.34742969
2021-02-27 09:00:00,53835000.00000000,55579000.00000000,52780000.00000000,53494000.00000000,7402.62844823
2021-02-28 09:00:00,53494000.00000000,54098000.00000000,49755000.00000000,51798000.00000000,11516.37106968
2021-03-01 09:00:00,51798000.00000000,56992000.00000000,51560000.00000000,56426000.00000000,11303.17672368
2021-03-02 09:00:00,56438000.00000000,57405000.00000000,54657000.00000000,56000000.00000000,9266.67821695
2021-03-03 09:00:00,56007000.00000000,59640000.00000000,55662000.00000000,57933000.00000000,10755.94573144
2021-03-04 09:00:00,57933000.00000000,59159000.00000000,55600000.00000000,56426000.00000000,11821.02543883
2021-03-05 09:00:00,56410000.00000000,57225000.00000000,54500000.00000000,56654000.00000000,8355.34731928
2021-03-06 09:00:00,56636000.00000000,57000000.00000000,54754000.00000000,56225000.00000000,5608.84388997
2021-03-07 09:00:00,56225000.00000000,58722000.00000000,56218000.00000000,58155000.00000000,7153.68431896
2021-03-08 09:00:00,58155000.00000000,59837000.00000000,57187000.00000000,59821000.00000000,8033.07628692
2021-03-09 09:00:00,59800000.00000000,62950000.00000000,59335000.00000000,62949000.00000000,9564.08801541
2021-03-10 09:00:00,62950000.00000000,65500000.00000000,60870000.00000000,64350000.00000000,11752.57016641
2021-03-11 09:00:00,64354000.00000000,66800000.00000000,62946000.00000000,66208000.00000000,10294.73535161
2021-03-12 09:00:00,66208000.00000000,66999000.00000000,64700000.00000000,66607000.00000000,9023.99736202
2021-03-13 09:00:00,66607000.00000000,71000000.00000000,65416000.00000000,70615000.00000000,11160.19223624
2021-03-14 09:00:00,70615000.00000000,71450000.00000000,68570000.00000000,68587000.00000000,7208.31928034
2021-03-15 09:00:00,68587000.00000000,70155000.00000000,63500000.00000000,64487000.00000000,18721.85915843
2021-03-16 09:00:00,64490000.00000000,66020000.00000000,62000000.00000000,66020000.00000000,13522.70847173
2021-03-17 09:00:00,66020000.00000000,68800000.00000000,62500000.00000000,68494000.00000000,14319.54868263
2021-03-18 09:00:00,68494000.00000000,70204000.00000000,66846000.00000000,67139000.00000000,11432.45517689
2021-03-19 09:00:00,67139000.00000000,69746000.00000000,65567000.00000000,67974000.00000000,8681.15691734
2021-03-20 09:00:00,67911000.00000000,69980000.00000000,67700000.00000000,67849000.00000000,8023.60837109
2021-03-21 09:00:00,67849000.00000000,68715000.00000000,65451000.00000000,67120000.00000000,8097.42887785
2021-03-22 09:00:00,67064000.00000000,68380000.00000000,64345000.00000000,64725000.00000000,8366.41055146
2021-03-23 09:00:00,64728000.00000000,66279000.00000000,63000000.00000000,65458000.00000000,9961.04059631
2021-03-24 09:00:00,65458000.00000000,68370000.00000000,64500000.00000000,64777000.00000000,11366.40452396
2021-03-25 09:00:00,64777000.00000000,65305000.00000000,62500000.00000000,63328000.00000000,10463.20781465
2021-03-26 09:00:00,63334000.00000000,65723000.00000000,63265000.00000000,65675000.00000000,8081.66987130
2021-03-27 09:00:00,65660000.00000000,67304000.00000000,65111000.00000000,66591000.00000000,5963.92463480
2021-03-28 09:00:00,66648000.00000000,67500000.00000000,66238000.00000000,67133000.00000000,4650.42503973
2021-03-29 09:00:00,67133000.00000000,69435000.00000000,66500000.00000000,68701000.00000000,8060.78382844
2021-03-30 09:00:00,68693000.00000000,70979000.00000000,68500000.00000000,70800000.00000000,7699.70796273
2021-03-31 09:00:00,70800000.00000000,72000000.00000000,69194000.00000000,71513000.00000000,9836.87568844
2021-04-01 09:00:00,71480000.00000000,73325000.00000000,71032000.00000000,72749000.00000000,9170.38195837
2021-04-02 09:00:00,72749000.00000000,74400000.00000000,71841000.00000000,73855000.00000000,8712.29408175
2021-04-03 09:00:00,73934000.00000000,75703000.00000000,71783000.00000000,72187000.00000000,9274.31810933
2021-04-04 09:00:00,72187000.00000000,74240000.00000000,71570000.00000000,73974000.00000000,6583.43820340
2021-04-05 09:00:00,73908000.00000000,78780000.00000000,73890000.00000000,78770000.00000000,13425.68167755
2021-04-06 09:00:00,78770000.00000000,79500000.00000000,76210000.00000000,77944000.00000000,10824.67205698
2021-04-07 09:00:00,77919000.00000000,79422000.00000000,68500000.00000000,72850000.00000000,19134.03657346
2021-04-08 09:00:00,72850000.00000000,75325000.00000000,70432000.00000000,75316000.00000000,9100.78753643
2021-04-09 09:00:00,75315000.00000000,76435000.00000000,73369000.00000000,76066000.00000000,9146.07028224
